N_unmapped	848597	848597	848597
N_multimapping	998513	998513	998513
N_noFeature	684243	11501962	11875070
N_ambiguous	1570099	32701	32597
Phatr3_J31400	20	11	11
Phatr3_J42422	253	134	119
Phatr3_J31402	0	0	0
Phatr3_J42423	304	159	145
Phatr3_J42424	1562	807	755
Phatr3_J7430	364	203	161
Phatr3_J42426	8494	4303	4203
Phatr3_EG02408	368	181	199
Phatr3_J31409	1864	1011	853
Phatr3_J42428	572	266	306
Phatr3_J42429	1398	752	711
Phatr3_EG01843	948	544	468
Phatr3_J42431	401	200	201
Phatr3_J42432	566	283	283
Phatr3_J4937	3700	1880	1820
Phatr3_J42434	4257	2135	2143
Phatr3_J9344	449	233	236
Phatr3_J8866	1700	836	866
Phatr3_J42437	130	66	64
Phatr3_J31420	655	339	338
Phatr3_J9252	1429	737	716
Phatr3_J42439	1238	653	585
Phatr3_J31423	139	63	76
Phatr3_J42440	545	276	270
Phatr3_J42441	1484	737	765
Phatr3_J42442	7577	3861	3736
Phatr3_J6387	593	295	300
Phatr3_J42443	1927	989	942
Phatr3_J31429	288	235	233
Phatr3_EG01838	0	97	83
Phatr3_J53929	374	202	172
Phatr3_EG01882	9437	4682	4755
Phatr3_J31431	3	3	0
Phatr3_EG01820	8	177	183
Phatr3_J31432	13	188	177
Phatr3_J31433	42974	31816	31039
Phatr3_EG01782	0	9698	10162
Phatr3_J31434	1110	585	527
Phatr3_EG02461	827	397	433
Phatr3_J31436	356	184	173
Phatr3_J31437	1296	620	676
Phatr3_J42447	47953	26600	25523
Phatr3_EG01815	722	2328	2557
Phatr3_J31440	2512	1298	1214
Phatr3_J17166	1313	643	670
Phatr3_J31442	659	317	343
Phatr3_J42451	99	47	52
Phatr3_J42452	322	140	183
Phatr3_EG02462	3414	1726	1688
Phatr3_EG02453	1188	602	586
Phatr3_J31447	1037	501	536
Phatr3_J17172	2586	1310	1278
Phatr3_EG02409	2952	1500	1452
Phatr3_J9359	704	379	328
Phatr3_J42457	2755	1400	1355
Phatr3_J31453	48	17	31
Phatr3_J42458	2237	1115	1123
Phatr3_J42459	391	178	213
Phatr3_J8760	1402	710	692
Phatr3_J42461	98	45	53
Phatr3_J31458	429	211	218
Phatr3_EG01752	249	152	129
Phatr3_J53933	818	423	427
Phatr3_J42464	407	193	214
Phatr3_J17184	797	376	421
Phatr3_J42466	1457	710	747
Phatr3_EG02454	6022	3135	2888
Phatr3_J31465	750	379	371
Phatr3_EG02455	909	441	468
Phatr3_EG02451	923	492	432
Phatr3_J8934	766	426	343
Phatr3_J31469	160	79	81
Phatr3_EG02456	4692	2326	2366
Phatr3_J42473	294	150	144
Phatr3_J42474	224	120	104
Phatr3_J17198	778	548	558
Phatr3_J31474	1604	989	943
Phatr3_EG02407	2260	1116	1158
Phatr3_J42479	4878	2520	2372
Phatr3_J42481	1550	800	823
Phatr3_J17199	3096	1633	1536
Phatr3_J42483	1116	553	563
Phatr3_J42484	849	430	419
Phatr3_J53935	163	105	59
Phatr3_J9462	33838	17294	16546
Phatr3_J42487	2959	1531	1428
Phatr3_J31486	478	246	232
Phatr3_J42488	3418	1831	1594
Phatr3_J9007	277	147	135
Phatr3_J9033	1733	916	817
Phatr3_J3311	1475	759	716
Phatr3_J9319	1148	601	547
Phatr3_J31492	247	126	121
Phatr3_J17215	1445	736	710
Phatr3_J31494	250	129	121
Phatr3_J42494	5944	5297	5238
Phatr3_EG01836	1	2294	2297
Phatr3_J42495	499	257	242
Phatr3_J42496	558	281	304
Phatr3_J42497	1121	565	588
Phatr3_EG01753	1	8	1
Phatr3_J42498	2641	1421	1220
Phatr3_EG01826	2058	1002	1056
Phatr3_J42500	1457	699	758
Phatr3_J42501	3944	3808	3645
Phatr3_EG01854	0	584	593
Phatr3_EG01855	0	1149	1181
Phatr3_J42502	48	29	20
Phatr3_J42503	616	302	315
Phatr3_J8683	501	287	214
Phatr3_J42504	1337	1678	1543
Phatr3_EG01833	0	917	965
Phatr3_J42505	1075	478	598
Phatr3_J31508	447	218	231
Phatr3_EG02200	4	1	6
Phatr3_EG02192	15393	7936	7458
Phatr3_J42507	7006	3557	3454
Phatr3_J31511	573	308	265
Phatr3_J1598	794	434	360
Phatr3_J42510	1807	960	847
Phatr3_EG01794	137	114	134
Phatr3_EG01884	0	62	49
Phatr3_J42512	2446	1486	1440
Phatr3_EG01811	0	193	184
Phatr3_EG01762	0	51	50
Phatr3_J42513	809	440	383
Phatr3_J42514	3157	1647	1524
Phatr3_J31518	1	0	2
Phatr3_J42515	1539	848	692
Phatr3_J53939	1444	694	753
Phatr3_J24353	8704	4501	4207
Phatr3_J42518	521	276	245
Phatr3_J42519	570	283	288
Phatr3_J17226	637	343	333
Phatr3_J31525	586	317	308
Phatr3_J42521	187	94	99
Phatr3_J17228	1311	664	651
Phatr3_J42523	3501	1832	1669
Phatr3_J31529	104	59	45
Phatr3_J24362	235	150	151
Phatr3_J6528	384	212	238
Phatr3_J17238	1727	803	925
Phatr3_EG02195	0	1	1
Phatr3_EG02474	0	4	5
Phatr3_EG01778	0	4	4
Phatr3_J31535	1	1	0
Phatr3_J42527	852	446	406
Phatr3_J31537	15	6	9
Phatr3_J31539	220	115	105
Phatr3_J42528	18	14	4
Phatr3_EG01769	28	8	20
Phatr3_J42529	566	279	287
Phatr3_J42530	329	181	148
Phatr3_J42531	1345	701	645
Phatr3_J31544	2366	1257	1271
Phatr3_J9386	9	392	366
Phatr3_EG01806	6	285	307
Phatr3_EG01807	1240	642	598
Phatr3_J9180	267	129	138
Phatr3_J42534	206	103	105
Phatr3_J42535	439	235	204
Phatr3_J9538	11174	5684	5491
Phatr3_EG01766	0	0	0
Phatr3_EG01776	0	0	0
Phatr3_EG01784	0	0	0
Phatr3_J42537	26	10	17
Phatr3_J51345	654	321	334
Phatr3_J42538	871	450	421
Phatr3_J42539	283	164	121
Phatr3_J9342	2255	1278	1135
Phatr3_J31556	1937	1061	1032
Phatr3_EG02412	2043	1047	996
Phatr3_J31559	309	167	142
Phatr3_J42543	3091	1532	1559
Phatr3_J9185	1456	744	712
Phatr3_EG02183	180	104	76
Phatr3_EG02182	3101	1593	1510
Phatr3_J42546	431	204	227
Phatr3_J42547	4710	2407	2308
Phatr3_J42548	222	93	131
Phatr3_J17259	1528	773	755
Phatr3_J3062	1285	644	641
Phatr3_J17265	3610	1860	1751
Phatr3_J9546	375	186	200
Phatr3_J42552	1221	626	611
Phatr3_EG01787	9	8	1
Phatr3_J83	1046	613	629
Phatr3_J31571	657	427	427
Phatr3_J42555	399	202	218
Phatr3_J42556	244	144	125
Phatr3_J42557	609	330	281
Phatr3_J5762	3336	1743	1595
Phatr3_J42559	1411	741	670
Phatr3_J42560	2345	1095	1250
Phatr3_J31578	391	193	198
Phatr3_J42561	1209	638	571
Phatr3_J17276	2447	1207	1280
Phatr3_J42563	511	313	238
Phatr3_J42564	548	282	266
Phatr3_J42565	1055	524	531
EPrPhatr3G00000013101	0	0	0
Phatr3_J31584	238	125	115
Phatr3_J42566	24894	12684	12237
Phatr3_J42567	2001	1091	921
Phatr3_EG02435	1017	493	535
Phatr3_EG02436	187	103	84
Phatr3_J42570	604	312	294
Phatr3_EG02165	979	510	469
Phatr3_EG02170	185	95	90
Phatr3_EG02437	1356	711	645
Phatr3_J9444	1408	768	640
Phatr3_J42574	5379	2851	2552
Phatr3_J31594	460	221	265
Phatr3_J3211	356	167	189
Phatr3_J42576	151	74	77
Phatr3_J42577	2401	1276	1184
Phatr3_J42578	476	259	272
Phatr3_J31599	1695	919	779
Phatr3_J9321	922	477	451
Phatr3_EG01858	27	97	88
Phatr3_J51305	6785	3551	3387
Phatr3_J42584	777	362	415
Phatr3_EG02197	216	125	91
Phatr3_EG02191	341	161	180
Phatr3_J42585	79	40	41
Phatr3_J42586	1095	586	585
Phatr3_J42587	1036	580	529
Phatr3_J42588	2792	1389	1404
Phatr3_J17300	750	414	337
Phatr3_J42590	2756	1358	1398
Phatr3_J42591	898	484	415
Phatr3_J42592	1511	741	770
Phatr3_J42593	1489	750	739
Phatr3_J42594	125	87	47
Phatr3_J42595	632	336	305
Phatr3_J31617	381	186	195
Phatr3_J42596	1134	646	586
Phatr3_J31619	5018	2741	2376
Phatr3_J31620	661	301	360
Phatr3_EG01797	1491	724	768
Phatr3_J974	628	354	289
Phatr3_J17304	1763	885	893
Phatr3_J9283	725	354	371
Phatr3_J42600	1810	953	859
Phatr3_J31625	714	382	332
Phatr3_J9653	1988	1026	962
Phatr3_J24439	2250	1187	1110
Phatr3_J42603	65	54	58
Phatr3_J42604	2333	1163	1170
Phatr3_J42605	930	443	490
Phatr3_EG01879	228	129	102
Phatr3_J42606	1472	748	724
Phatr3_J8167	747	393	355
Phatr3_J31632	679	346	336
Phatr3_J9123	660	348	312
Phatr3_J42608	1131	566	565
Phatr3_J42609	580	285	298
Phatr3_EG02202	1	1	3
Phatr3_EG02185	0	0	0
Phatr3_J8835	2148	1077	1073
Phatr3_J42611	628	310	318
Phatr3_J42612	5607	2752	2855
Phatr3_J42613	112	71	43
Phatr3_J42614	765	377	389
Phatr3_J3241	2029	1131	928
Phatr3_J42616	481	266	245
Phatr3_J9327	1065	537	529
Phatr3_EG01793	8	2493	2656
